year;iso;mode;SSP1_noCOVID;SSP2_noCOVID;SSP5_noCOVID;SSP1;SSP2;SSP5
2035;BRA;entrp_pass_lo;4801474.387;4276286.672;5318182.101;4801474.387;4276286.672;5318182.101
2040;BRA;entrp_pass_lo;5600744.258;4721809.115;6446755.401;5600744.258;4721809.115;6446755.401
2045;BRA;entrp_pass_lo;6419539.129;5170716.557;7647336.7;6419539.129;5170716.557;7647336.7
2050;BRA;entrp_pass_lo;7214073;5613100;8867724;7214073;5613100;8867724
2055;BRA;entrp_pass_lo;8003391;6082409;10129850;8003391;6082409;10129850
2060;BRA;entrp_pass_lo;8752903;6559794;11397887;8752903;6559794;11397887
2070;BRA;entrp_pass_lo;9990134;7488784;13752968;9990134;7488784;13752968
2080;BRA;entrp_pass_lo;10932888;8436349;15917456;10932888;8436349;15917456
2090;BRA;entrp_pass_lo;11525444;9362067;17790578;11525444;9362067;17790578
2100;BRA;entrp_pass_lo;11736066;10312230;19260994;11736066;10312230;19260994
2110;BRA;entrp_pass_lo;11736066;10312230;19260994;11736066;10312230;19260994
2130;BRA;entrp_pass_lo;11736066;10312230;19260994;11736066;10312230;19260994
2150;BRA;entrp_pass_lo;11736066;10312230;19260994;11736066;10312230;19260994
1965;BRB;entrp_pass_lo;2220.405807;2220.405807;2220.405807;2220.405807;2220.405807;2220.405807
1970;BRB;entrp_pass_lo;3185.551603;3185.551603;3185.551603;3185.551603;3185.551603;3185.551603
1975;BRB;entrp_pass_lo;3501.691207;3501.691207;3501.691207;3501.691207;3501.691207;3501.691207
1980;BRB;entrp_pass_lo;4446.19283;4446.19283;4446.19283;4446.19283;4446.19283;4446.19283
1985;BRB;entrp_pass_lo;4392.467119;4392.467119;4392.467119;4392.467119;4392.467119;4392.467119
1990;BRB;entrp_pass_lo;4938.630826;4938.630826;4938.630826;4938.630826;4938.630826;4938.630826
1995;BRB;entrp_pass_lo;4702.590367;4702.590367;4702.590367;4702.590367;4702.590367;4702.590367
2000;BRB;entrp_pass_lo;5428.331302;5428.331302;5428.331302;5428.331302;5428.331302;5428.331302
2005;BRB;entrp_pass_lo;5734.350748;5734.350748;5734.350748;5734.350748;5734.350748;5734.350748
2010;BRB;entrp_pass_lo;5798.504285;5798.504285;5798.504285;5798.504285;5798.504285;5798.504285
2015;BRB;entrp_pass_lo;6599.916644;6599.916644;6599.916644;6599.916644;6599.916644;6599.916644
2020;BRB;entrp_pass_lo;6915.928552;6917.928552;6931.928552;6915.928552;6917.928552;6931.928552
2025;BRB;entrp_pass_lo;7241.94046;7199.94046;7371.94046;7241.94046;7199.94046;7371.94046
2030;BRB;entrp_pass_lo;7705.952368;7490.952368;8091.952368;7705.952368;7490.952368;8091.952368
2035;BRB;entrp_pass_lo;8266.964276;7777.964276;9028.964276;8266.964276;7777.964276;9028.964276
2040;BRB;entrp_pass_lo;8834.976184;8071.976184;10022.97618;8834.976184;8071.976184;10022.97618
2045;BRB;entrp_pass_lo;9391.988092;8385.988092;11052.98809;9391.988092;8385.988092;11052.98809
2050;BRB;entrp_pass_lo;9865;8681;12034;9865;8681;12034
2055;BRB;entrp_pass_lo;10438;9177;13141;10438;9177;13141
2060;BRB;entrp_pass_lo;10888;9651;14142;10888;9651;14142
2070;BRB;entrp_pass_lo;11585;10636;15990;11585;10636;15990
2080;BRB;entrp_pass_lo;11936;11592;17488;11936;11592;17488
2090;BRB;entrp_pass_lo;11967;12462;18611;11967;12462;18611
2100;BRB;entrp_pass_lo;11683;13277;19289;11683;13277;19289
2110;BRB;entrp_pass_lo;11683;13277;19289;11683;13277;19289
2130;BRB;entrp_pass_lo;11683;13277;19289;11683;13277;19289
2150;BRB;entrp_pass_lo;11683;13277;19289;11683;13277;19289
1965;BRN;entrp_pass_lo;5179.460176;5179.460176;5179.460176;5179.460176;5179.460176;5179.460176
1970;BRN;entrp_pass_lo;6900.897311;6900.897311;6900.897311;6900.897311;6900.897311;6900.897311
1975;BRN;entrp_pass_lo;10211.28748;10211.28748;10211.28748;10211.28748;10211.28748;10211.28748
1980;BRN;entrp_pass_lo;16352.68193;16352.68193;16352.68193;16352.68193;16352.68193;16352.68193
1985;BRN;entrp_pass_lo;13597.40763;13597.40763;13597.40763;13597.40763;13597.40763;13597.40763
1990;BRN;entrp_pass_lo;13313.11151;13313.11151;13313.11151;13313.11151;13313.11151;13313.11151
1995;BRN;entrp_pass_lo;14991.5473;14991.5473;14991.5473;14991.5473;14991.5473;14991.5473
2000;BRN;entrp_pass_lo;16200.83113;16200.83113;16200.83113;16200.83113;16200.83113;16200.83113
2005;BRN;entrp_pass_lo;17642.02087;17642.02087;17642.02087;17642.02087;17642.02087;17642.02087
2010;BRN;entrp_pass_lo;17224.93239;17224.93239;17224.93239;17224.93239;17224.93239;17224.93239
2015;BRN;entrp_pass_lo;17440.12808;17440.12808;17440.12808;17440.12808;17440.12808;17440.12808
2020;BRN;entrp_pass_lo;21430.25264;21738.53835;21587.68121;21430.25264;21738.53835;21587.68121
2025;BRN;entrp_pass_lo;25533.3772;25958.94863;26361.23434;25533.3772;25958.94863;26361.23434
2030;BRN;entrp_pass_lo;29904.50176;30230.3589;31806.78747;29904.50176;30230.3589;31806.78747
2035;BRN;entrp_pass_lo;34391.62632;34695.76918;37743.34061;34391.62632;34695.76918;37743.34061
2040;BRN;entrp_pass_lo;38714.75088;39304.17945;43780.89374;38714.75088;39304.17945;43780.89374
2045;BRN;entrp_pass_lo;42696.87544;44039.58973;49810.44687;42696.87544;44039.58973;49810.44687
2050;BRN;entrp_pass_lo;46380;49007;55842;46380;49007;55842
2055;BRN;entrp_pass_lo;49243;53680;61304;49243;53680;61304
2060;BRN;entrp_pass_lo;51776;58544;66670;51776;58544;66670
2070;BRN;entrp_pass_lo;55262;67612;76164;55262;67612;76164
2080;BRN;entrp_pass_lo;56479;75031;83250;56479;75031;83250
2090;BRN;entrp_pass_lo;56326;80616;88668;56326;80616;88668
2100;BRN;entrp_pass_lo;54836;84472;91985;54836;84472;91985
2110;BRN;entrp_pass_lo;54836;84472;91985;54836;84472;91985
2130;BRN;entrp_pass_lo;54836;84472;91985;54836;84472;91985
2150;BRN;entrp_pass_lo;54836;84472;91985;54836;84472;91985
1965;BTN;entrp_pass_lo;161.4311473;161.4311473;161.4311473;161.4311473;161.4311473;161.4311473
1970;BTN;entrp_pass_lo;251.058832;251.058832;251.058832;251.058832;251.058832;251.058832
1975;BTN;entrp_pass_lo;270.2766793;270.2766793;270.2766793;270.2766793;270.2766793;270.2766793
1980;BTN;entrp_pass_lo;368.4232561;368.4232561;368.4232561;368.4232561;368.4232561;368.4232561
1985;BTN;entrp_pass_lo;514.7983879;514.7983879;514.7983879;514.7983879;514.7983879;514.7983879
1990;BTN;entrp_pass_lo;921.788193;921.788193;921.788193;921.788193;921.788193;921.788193
1995;BTN;entrp_pass_lo;1157.502707;1157.502707;1157.502707;1157.502707;1157.502707;1157.502707
2000;BTN;entrp_pass_lo;1591.623337;1591.623337;1591.623337;1591.623337;1591.623337;1591.623337
2005;BTN;entrp_pass_lo;2299.090131;2299.090131;2299.090131;2299.090131;2299.090131;2299.090131
2010;BTN;entrp_pass_lo;3557.89599;3557.89599;3557.89599;3557.89599;3557.89599;3557.89599
2015;BTN;entrp_pass_lo;4833.546123;4833.546123;4833.546123;4833.546123;4833.546123;4833.546123
2020;BTN;entrp_pass_lo;9049.468105;9077.610962;9243.75382;9049.468105;9077.610962;9243.75382
2025;BTN;entrp_pass_lo;14198.39009;13893.6758;15132.96152;14198.39009;13893.6758;15132.96152
2030;BTN;entrp_pass_lo;20659.31207;19505.74064;23101.16921;20659.31207;19505.74064;23101.16921
2035;BTN;entrp_pass_lo;28444.23405;25970.80548;33284.37691;28444.23405;25970.80548;33284.37691
2040;BTN;entrp_pass_lo;37247.15604;33441.87032;45310.58461;37247.15604;33441.87032;45310.58461
2045;BTN;entrp_pass_lo;46821.07802;41871.93516;58971.7923;46821.07802;41871.93516;58971.7923
2050;BTN;entrp_pass_lo;56626;51041;73730;56626;51041;73730
2055;BTN;entrp_pass_lo;66240;60664;89102;66240;60664;89102
2060;BTN;entrp_pass_lo;75636;70894;105035;75636;70894;105035
2070;BTN;entrp_pass_lo;92511;92385;136623;92511;92385;136623
2080;BTN;entrp_pass_lo;104872;112930;164209;104872;112930;164209
2090;BTN;entrp_pass_lo;112318;130693;186280;112318;130693;186280
2100;BTN;entrp_pass_lo;115549;145660;202818;115549;145660;202818
2110;BTN;entrp_pass_lo;115549;145660;202818;115549;145660;202818
2130;BTN;entrp_pass_lo;115549;145660;202818;115549;145660;202818
2150;BTN;entrp_pass_lo;115549;145660;202818;115549;145660;202818
1965;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
1970;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
1975;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
1980;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
1985;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
1990;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
1995;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2000;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2005;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2010;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2015;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2020;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2025;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2030;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2035;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2040;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2045;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2050;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2055;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2060;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2070;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2080;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2090;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2100;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2110;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2130;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
2150;BVT;entrp_pass_lo;0.01;0.01;0.01;0.01;0.01;0.01
1965;BWA;entrp_pass_lo;544.3232178;544.3232178;544.3232178;544.3232178;544.3232178;544.3232178
1970;BWA;entrp_pass_lo;965.864954;965.864954;965.864954;965.864954;965.864954;965.864954
1975;BWA;entrp_pass_lo;2028.29277;2028.29277;2028.29277;2028.29277;2028.29277;2028.29277
1980;BWA;entrp_pass_lo;3427.334262;3427.334262;3427.334262;3427.334262;3427.334262;3427.334262
1985;BWA;entrp_pass_lo;5421.149322;5421.149322;5421.149322;5421.149322;5421.149322;5421.149322
1990;BWA;entrp_pass_lo;9396.662617;9396.662617;9396.662617;9396.662617;9396.662617;9396.662617
1995;BWA;entrp_pass_lo;10938.46652;10938.46652;10938.46652;10938.46652;10938.46652;10938.46652
2000;BWA;entrp_pass_lo;16440.95696;16440.95696;16440.95696;16440.95696;16440.95696;16440.95696
2005;BWA;entrp_pass_lo;20780.14187;20780.14187;20780.14187;20780.14187;20780.14187;20780.14187
2010;BWA;entrp_pass_lo;24380.68455;24380.68455;24380.68455;24380.68455;24380.68455;24380.68455
2015;BWA;entrp_pass_lo;33026.16963;33026.16963;33026.16963;33026.16963;33026.16963;33026.16963
2020;BWA;entrp_pass_lo;40549.1454;40525.1454;40832.00254;40549.1454;40525.1454;40832.00254
2025;BWA;entrp_pass_lo;48730.12117;48003.12117;50232.83545;48730.12117;48003.12117;50232.83545
2030;BWA;entrp_pass_lo;58088.09693;55515.09693;62191.66836;58088.09693;55515.09693;62191.66836
2035;BWA;entrp_pass_lo;68438.0727;62974.0727;76424.50127;68438.0727;62974.0727;76424.50127
2040;BWA;entrp_pass_lo;79517.04847;71020.04847;92366.33418;79517.04847;71020.04847;92366.33418
2045;BWA;entrp_pass_lo;90798.02423;79560.02423;109542.1671;90798.02423;79560.02423;109542.1671
2050;BWA;entrp_pass_lo;101945;88597;127623;101945;88597;127623
2055;BWA;entrp_pass_lo;113060;98459;146680;113060;98459;146680
2060;BWA;entrp_pass_lo;123788;109026;166381;123788;109026;166381
2070;BWA;entrp_pass_lo;142268;130565;204762;142268;130565;204762
2080;BWA;entrp_pass_lo;154457;150776;237165;154457;150776;237165
2090;BWA;entrp_pass_lo;160988;168651;262904;160988;168651;262904
2100;BWA;entrp_pass_lo;163043;182595;282655;163043;182595;282655
2110;BWA;entrp_pass_lo;163043;182595;282655;163043;182595;282655
2130;BWA;entrp_pass_lo;163043;182595;282655;163043;182595;282655
2150;BWA;entrp_pass_lo;163043;182595;282655;163043;182595;282655
1965;CAF;entrp_pass_lo;1624.394657;1624.394657;1624.394657;1624.394657;1624.394657;1624.394657
1970;CAF;entrp_pass_lo;1885.936619;1885.936619;1885.936619;1885.936619;1885.936619;1885.936619
1975;CAF;entrp_pass_lo;1987.123524;1987.123524;1987.123524;1987.123524;1987.123524;1987.123524
1980;CAF;entrp_pass_lo;2114.086221;2114.086221;2114.086221;2114.086221;2114.086221;2114.086221
1985;CAF;entrp_pass_lo;2380.492764;2380.492764;2380.492764;2380.492764;2380.492764;2380.492764
1990;CAF;entrp_pass_lo;2378.175306;2378.175306;2378.175306;2378.175306;2378.175306;2378.175306
1995;CAF;entrp_pass_lo;2445.428454;2445.428454;2445.428454;2445.428454;2445.428454;2445.428454
2000;CAF;entrp_pass_lo;2687.645123;2687.645123;2687.645123;2687.645123;2687.645123;2687.645123
2005;CAF;entrp_pass_lo;2564.25439;2564.25439;2564.25439;2564.25439;2564.25439;2564.25439
2010;CAF;entrp_pass_lo;3041.736355;3041.736355;3041.736355;3041.736355;3041.736355;3041.736355
2015;CAF;entrp_pass_lo;3625.961632;3625.961632;3625.961632;3625.961632;3625.961632;3625.961632
2020;CAF;entrp_pass_lo;4824.395684;4859.10997;4848.395684;4824.395684;4859.10997;4848.395684
2025;CAF;entrp_pass_lo;6714.829737;6535.258308;6990.829737;6714.829737;6535.258308;6990.829737
2030;CAF;entrp_pass_lo;9754.26379;8727.406647;10865.26379;9754.26379;8727.406647;10865.26379
2035;CAF;entrp_pass_lo;14521.69784;11536.55498;17524.69784;14521.69784;11536.55498;17524.69784
2040;CAF;entrp_pass_lo;21560.13189;15290.70332;27787.13189;21560.13189;15290.70332;27787.13189
2045;CAF;entrp_pass_lo;31492.56595;20251.85166;42740.56595;31492.56595;20251.85166;42740.56595
2050;CAF;entrp_pass_lo;44885;26702;63406;44885;26702;63406
2055;CAF;entrp_pass_lo;62134;34927;90602;62134;34927;90602
2060;CAF;entrp_pass_lo;83485;45283;124943;83485;45283;124943
2070;CAF;entrp_pass_lo;137667;73573;215108;137667;73573;215108
2080;CAF;entrp_pass_lo;203713;113899;331056;203713;113899;331056
2090;CAF;entrp_pass_lo;275889;168114;466675;275889;168114;466675
2100;CAF;entrp_pass_lo;347344;237333;613022;347344;237333;613022
2110;CAF;entrp_pass_lo;347344;237333;613022;347344;237333;613022
2130;CAF;entrp_pass_lo;347344;237333;613022;347344;237333;613022
2150;CAF;entrp_pass_lo;347344;237333;613022;347344;237333;613022
1965;CAN;entrp_pass_lo;307388.4638;307388.4638;307388.4638;307388.4638;307388.4638;307388.4638
1970;CAN;entrp_pass_lo;381764.2117;381764.2117;381764.2117;381764.2117;381764.2117;381764.2117
1975;CAN;entrp_pass_lo;481798.6482;481798.6482;481798.6482;481798.6482;481798.6482;481798.6482
1980;CAN;entrp_pass_lo;573630.4954;573630.4954;573630.4954;573630.4954;573630.4954;573630.4954
1985;CAN;entrp_pass_lo;655134.5984;655134.5984;655134.5984;655134.5984;655134.5984;655134.5984
1990;CAN;entrp_pass_lo;756636.6544;756636.6544;756636.6544;756636.6544;756636.6544;756636.6544
1995;CAN;entrp_pass_lo;822762.3854;822762.3854;822762.3854;822762.3854;822762.3854;822762.3854
2000;CAN;entrp_pass_lo;1010066.173;1010066.173;1010066.173;1010066.173;1010066.173;1010066.173
2005;CAN;entrp_pass_lo;1148505.16;1148505.16;1148505.16;1148505.16;1148505.16;1148505.16
2010;CAN;entrp_pass_lo;1218033.209;1218033.209;1218033.209;1218033.209;1218033.209;1218033.209
2015;CAN;entrp_pass_lo;1369854.039;1369854.039;1369854.039;1369854.039;1369854.039;1369854.039
2020;CAN;entrp_pass_lo;1550083.034;1545520.605;1578606.319;1550083.034;1545520.605;1578606.319
2025;CAN;entrp_pass_lo;1700015.028;1705626.171;1809155.599;1700015.028;1705626.171;1809155.599
2030;CAN;entrp_pass_lo;1853683.022;1870768.737;2115695.88;1853683.022;1870768.737;2115695.88
2035;CAN;entrp_pass_lo;2037326.017;2053574.303;2527885.16;2037326.017;2053574.303;2527885.16
2040;CAN;entrp_pass_lo;2241999.011;2250110.868;3022156.44;2241999.011;2250110.868;3022156.44
2045;CAN;entrp_pass_lo;2459351.006;2450309.434;3581584.72;2459351.006;2450309.434;3581584.72
2050;CAN;entrp_pass_lo;2679576;2647380;4185781;2679576;2647380;4185781
2055;CAN;entrp_pass_lo;2907507;2848396;4837187;2907507;2848396;4837187
2060;CAN;entrp_pass_lo;3156571;3067688;5563307;3156571;3067688;5563307
2070;CAN;entrp_pass_lo;3722703;3575443;7299905;3722703;3575443;7299905
2080;CAN;entrp_pass_lo;4300718;4123553;9393260;4300718;4123553;9393260
2090;CAN;entrp_pass_lo;4831523;4674884;11771509;4831523;4674884;11771509
2100;CAN;entrp_pass_lo;5318188;5236013;14493948;5318188;5236013;14493948
2110;CAN;entrp_pass_lo;5318188;5236013;14493948;5318188;5236013;14493948
2130;CAN;entrp_pass_lo;5318188;5236013;14493948;5318188;5236013;14493948
2150;CAN;entrp_pass_lo;5318188;5236013;14493948;5318188;5236013;14493948
1965;CCK;entrp_pass_lo;54.9399;54.9399;54.9399;54.9399;54.9399;54.9399
1970;CCK;entrp_pass_lo;49.4509;49.4509;49.4509;49.4509;49.4509;49.4509
1975;CCK;entrp_pass_lo;50.7982;50.7982;50.7982;50.7982;50.7982;50.7982
1980;CCK;entrp_pass_lo;46.6565;46.6565;46.6565;46.6565;46.6565;46.6565
1985;CCK;entrp_pass_lo;32.4849;32.4849;32.4849;32.4849;32.4849;32.4849
1990;CCK;entrp_pass_lo;31.6865;31.6865;31.6865;31.6865;31.6865;31.6865
1995;CCK;entrp_pass_lo;31.1376;31.1376;31.1376;31.1376;31.1376;31.1376
2000;CCK;entrp_pass_lo;30.9879;30.9879;30.9879;30.9879;30.9879;30.9879
2005;CCK;entrp_pass_lo;30.439;30.439;30.439;30.439;30.439;30.439
2010;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2015;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2020;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2025;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2030;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2035;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2040;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2045;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2050;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2055;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2060;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2070;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2080;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2090;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2100;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2110;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2130;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
2150;CCK;entrp_pass_lo;29.94;29.94;29.94;29.94;29.94;29.94
1965;CHE;entrp_pass_lo;128650.7017;128650.7017;128650.7017;128650.7017;128650.7017;128650.7017
1970;CHE;entrp_pass_lo;157304.9267;157304.9267;157304.9267;157304.9267;157304.9267;157304.9267
1975;CHE;entrp_pass_lo;164848.8024;164848.8024;164848.8024;164848.8024;164848.8024;164848.8024
1980;CHE;entrp_pass_lo;182903.0049;182903.0049;182903.0049;182903.0049;182903.0049;182903.0049
1985;CHE;entrp_pass_lo;196869.1372;196869.1372;196869.1372;196869.1372;196869.1372;196869.1372
1990;CHE;entrp_pass_lo;227915.246;227915.246;227915.246;227915.246;227915.246;227915.246
1995;CHE;entrp_pass_lo;229117.7547;229117.7547;229117.7547;229117.7547;229117.7547;229117.7547
2000;CHE;entrp_pass_lo;253536.7804;253536.7804;253536.7804;253536.7804;253536.7804;253536.7804
2005;CHE;entrp_pass_lo;270627.6903;270627.6903;270627.6903;270627.6903;270627.6903;270627.6903
2010;CHE;entrp_pass_lo;302841.0366;302841.0366;302841.0366;302841.0366;302841.0366;302841.0366
2015;CHE;entrp_pass_lo;343586.3359;343586.3359;343586.3359;343586.3359;343586.3359;343586.3359
2020;CHE;entrp_pass_lo;376037.5736;374455.8593;381036.8593;376037.5736;374455.8593;381036.8593
2025;CHE;entrp_pass_lo;410127.8114;403291.3828;428371.3828;410127.8114;403291.3828;428371.3828
2030;CHE;entrp_pass_lo;447341.0491;431180.9062;487745.9062;447341.0491;431180.9062;487745.9062
2035;CHE;entrp_pass_lo;488941.2868;461234.4297;559315.4297;488941.2868;461234.4297;559315.4297
2040;CHE;entrp_pass_lo;535376.5245;497929.9531;642175.9531;535376.5245;497929.9531;642175.9531
2045;CHE;entrp_pass_lo;584821.7623;540214.4766;736771.4766;584821.7623;540214.4766;736771.4766
2050;CHE;entrp_pass_lo;634462;586001;841742;634462;586001;841742
2055;CHE;entrp_pass_lo;687146;637560;960931;687146;637560;960931
2060;CHE;entrp_pass_lo;740681;691927;1094037;740681;691927;1094037
2070;CHE;entrp_pass_lo;847373;807271;1401043;847373;807271;1401043
2080;CHE;entrp_pass_lo;944977;924234;1757888;944977;924234;1757888
2090;CHE;entrp_pass_lo;1029176;1037928;2154042;1029176;1037928;2154042
2100;CHE;entrp_pass_lo;1102079;1144650;2596494;1102079;1144650;2596494
2110;CHE;entrp_pass_lo;1102079;1144650;2596494;1102079;1144650;2596494
2130;CHE;entrp_pass_lo;1102079;1144650;2596494;1102079;1144650;2596494
2150;CHE;entrp_pass_lo;1102079;1144650;2596494;1102079;1144650;2596494
1965;CHL;entrp_pass_lo;36644.69729;36644.69729;36644.69729;36644.69729;36644.69729;36644.69729
1970;CHL;entrp_pass_lo;46289.46046;46289.46046;46289.46046;46289.46046;46289.46046;46289.46046
1975;CHL;entrp_pass_lo;43370.31932;43370.31932;43370.31932;43370.31932;43370.31932;43370.31932
1980;CHL;entrp_pass_lo;61293.83496;61293.83496;61293.83496;61293.83496;61293.83496;61293.83496
1985;CHL;entrp_pass_lo;59807.51975;59807.51975;59807.51975;59807.51975;59807.51975;59807.51975
1990;CHL;entrp_pass_lo;83031.05442;83031.05442;83031.05442;83031.05442;83031.05442;83031.05442
1995;CHL;entrp_pass_lo;125912.4438;125912.4438;125912.4438;125912.4438;125912.4438;125912.4438
2000;CHL;entrp_pass_lo;155298.8272;155298.8272;155298.8272;155298.8272;155298.8272;155298.8272
2005;CHL;entrp_pass_lo;191762.2091;191762.2091;191762.2091;191762.2091;191762.2091;191762.2091
2010;CHL;entrp_pass_lo;223692.6951;223692.6951;223692.6951;223692.6951;223692.6951;223692.6951
2015;CHL;entrp_pass_lo;278192.1824;278192.1824;278192.1824;278192.1824;278192.1824;278192.1824
2020;CHL;entrp_pass_lo;351564.442;352536.2992;352820.7278;351564.442;352536.2992;352820.7278
2025;CHL;entrp_pass_lo;431591.7017;427192.416;442134.2731;431591.7017;427192.416;442134.2731
2030;CHL;entrp_pass_lo;520327.9614;500331.5328;551272.8185;520327.9614;500331.5328;551272.8185
2035;CHL;entrp_pass_lo;616942.221;572796.6496;678209.3639;616942.221;572796.6496;678209.3639
2040;CHL;entrp_pass_lo;717178.4807;649197.7664;813894.9093;717178.4807;649197.7664;813894.9093
2045;CHL;entrp_pass_lo;815902.7403;729517.8832;953470.4546;815902.7403;729517.8832;953470.4546
2050;CHL;entrp_pass_lo;904435;809537;1087211;904435;809537;1087211
2055;CHL;entrp_pass_lo;979184;885780;1211382;979184;885780;1211382
2060;CHL;entrp_pass_lo;1045724;963353;1332297;1045724;963353;1332297
2070;CHL;entrp_pass_lo;1157032;1124132;1565080;1157032;1124132;1565080
2080;CHL;entrp_pass_lo;1223764;1281247;1760431;1223764;1281247;1760431
2090;CHL;entrp_pass_lo;1250616;1430858;1917642;1250616;1430858;1917642
2100;CHL;entrp_pass_lo;1237188;1574903;2026041;1237188;1574903;2026041
2110;CHL;entrp_pass_lo;1237188;1574903;2026041;1237188;1574903;2026041
2130;CHL;entrp_pass_lo;1237188;1574903;2026041;1237188;1574903;2026041
2150;CHL;entrp_pass_lo;1237188;1574903;2026041;1237188;1574903;2026041
1965;CHN;entrp_pass_lo;236851.6784;236851.6784;236851.6784;236851.6784;236851.6784;236851.6784
1970;CHN;entrp_pass_lo;303664.5036;303664.5036;303664.5036;303664.5036;303664.5036;303664.5036
1975;CHN;entrp_pass_lo;399860.8023;399860.8023;399860.8023;399860.8023;399860.8023;399860.8023
1980;CHN;entrp_pass_lo;550531.5129;550531.5129;550531.5129;550531.5129;550531.5129;550531.5129
1985;CHN;entrp_pass_lo;913299.7365;913299.7365;913299.7365;913299.7365;913299.7365;913299.7365
1990;CHN;entrp_pass_lo;1306247.163;1306247.163;1306247.163;1306247.163;1306247.163;1306247.163
1995;CHN;entrp_pass_lo;2335137.909;2335137.909;2335137.909;2335137.909;2335137.909;2335137.909
2000;CHN;entrp_pass_lo;3454803.794;3454803.794;3454803.794;3454803.794;3454803.794;3454803.794
2005;CHN;entrp_pass_lo;5628979.28;5628979.28;5628979.28;5628979.28;5628979.28;5628979.28
2010;CHN;entrp_pass_lo;9431146.65;9431146.65;9431146.65;9431146.65;9431146.65;9431146.65
2015;CHN;entrp_pass_lo;14352203.22;14352203.22;14352203.22;14352203.22;14352203.22;14352203.22
2020;CHN;entrp_pass_lo;20976917.19;20779733.76;21202051.91;20976917.19;20779733.76;21202051.91
2025;CHN;entrp_pass_lo;29227313.16;27580935.3;30847055.59;29227313.16;27580935.3;30847055.59
2030;CHN;entrp_pass_lo;38578110.13;33850952.84;42938152.27;38578110.13;33850952.84;42938152.27
2035;CHN;entrp_pass_lo;47998441.1;39108322.38;55817282.95;47998441.1;39108322.38;55817282.95
2040;CHN;entrp_pass_lo;56398197.06;43747345.92;67480306.64;56398197.06;43747345.92;67480306.64
2045;CHN;entrp_pass_lo;63425307.03;47813066.46;77500563.32;63425307.03;47813066.46;77500563.32
2050;CHN;entrp_pass_lo;68441845;50967520;85164635;68441845;50967520;85164635
2055;CHN;entrp_pass_lo;71441844;53257441;90540278;71441844;53257441;90540278
