year;iso;mode;SSP1_noCOVID;SSP2_noCOVID;SSP5_noCOVID;SSP1;SSP2;SSP5
1965;ABW;entrp_pass_lo;0.05736;0.05736;0.05736;0.05736;0.05736;0.05736
1970;ABW;entrp_pass_lo;0.059063;0.059063;0.059063;0.059063;0.059063;0.059063
1975;ABW;entrp_pass_lo;0.060657;0.060657;0.060657;0.060657;0.060657;0.060657
1980;ABW;entrp_pass_lo;0.060096;0.060096;0.060096;0.060096;0.060096;0.060096
1985;ABW;entrp_pass_lo;0.063026;0.063026;0.063026;0.063026;0.063026;0.063026
1990;ABW;entrp_pass_lo;0.062149;0.062149;0.062149;0.062149;0.062149;0.062149
1995;ABW;entrp_pass_lo;0.080324;0.080324;0.080324;0.080324;0.080324;0.080324
2000;ABW;entrp_pass_lo;0.090853;0.090853;0.090853;0.090853;0.090853;0.090853
2005;ABW;entrp_pass_lo;0.100031;0.100031;0.100031;0.100031;0.100031;0.100031
2010;ABW;entrp_pass_lo;0.101669;0.101669;0.101669;0.101669;0.101669;0.101669
2015;ABW;entrp_pass_lo;0.104341;0.104341;0.104341;0.104341;0.104341;0.104341
2020;ABW;entrp_pass_lo;0.112975586;0.113621164;0.114814475;0.112975586;0.113621164;0.114814475
2025;ABW;entrp_pass_lo;0.120781323;0.12226446;0.125181953;0.120781323;0.12226446;0.125181953
2030;ABW;entrp_pass_lo;0.127655424;0.130231248;0.134730093;0.127655424;0.130231248;0.134730093
2035;ABW;entrp_pass_lo;0.133923677;0.137430396;0.143833181;0.133923677;0.137430396;0.143833181
2040;ABW;entrp_pass_lo;0.139522637;0.14408254;0.152364043;0.139522637;0.14408254;0.152364043
2045;ABW;entrp_pass_lo;0.144172045;0.150124848;0.159813521;0.144172045;0.150124848;0.159813521
2050;ABW;entrp_pass_lo;0.147776663;0.155624226;0.16590519;0.147776663;0.155624226;0.16590519
2055;ABW;entrp_pass_lo;0.148569336;0.158801226;0.168626277;0.148569336;0.158801226;0.168626277
2060;ABW;entrp_pass_lo;0.148656108;0.161699489;0.170334029;0.148656108;0.161699489;0.170334029
2070;ABW;entrp_pass_lo;0.14606229;0.164751506;0.169760931;0.14606229;0.164751506;0.169760931
2080;ABW;entrp_pass_lo;0.139950184;0.163600306;0.164081946;0.139950184;0.163600306;0.164081946
2090;ABW;entrp_pass_lo;0.129071098;0.158546722;0.152101211;0.129071098;0.158546722;0.152101211
2100;ABW;entrp_pass_lo;0.114125524;0.150696113;0.134807113;0.114125524;0.150696113;0.134807113
2110;ABW;entrp_pass_lo;0.114125524;0.150696113;0.134807113;0.114125524;0.150696113;0.134807113
2130;ABW;entrp_pass_lo;0.114125524;0.150696113;0.134807113;0.114125524;0.150696113;0.134807113
2150;ABW;entrp_pass_lo;0.114125524;0.150696113;0.134807113;0.114125524;0.150696113;0.134807113
1965;AFG;entrp_pass_lo;9.938414;9.938414;9.938414;9.938414;9.938414;9.938414
1970;AFG;entrp_pass_lo;11.126123;11.126123;11.126123;11.126123;11.126123;11.126123
1975;AFG;entrp_pass_lo;12.590286;12.590286;12.590286;12.590286;12.590286;12.590286
1980;AFG;entrp_pass_lo;13.24837;13.24837;13.24837;13.24837;13.24837;13.24837
1985;AFG;entrp_pass_lo;11.78305;11.78305;11.78305;11.78305;11.78305;11.78305
1990;AFG;entrp_pass_lo;12.249114;12.249114;12.249114;12.249114;12.249114;12.249114
1995;AFG;entrp_pass_lo;17.099541;17.099541;17.099541;17.099541;17.099541;17.099541
2000;AFG;entrp_pass_lo;20.093756;20.093756;20.093756;20.093756;20.093756;20.093756
2005;AFG;entrp_pass_lo;25.070798;25.070798;25.070798;25.070798;25.070798;25.070798
2010;AFG;entrp_pass_lo;28.803167;28.803167;28.803167;28.803167;28.803167;28.803167
2015;AFG;entrp_pass_lo;33.736494;33.736494;33.736494;33.736494;33.736494;33.736494
2020;AFG;entrp_pass_lo;38.14997998;38.87278549;37.93353301;38.14997998;38.87278549;37.93353301
2025;AFG;entrp_pass_lo;42.56531153;44.50124939;41.97432155;42.56531153;44.50124939;41.97432155
2030;AFG;entrp_pass_lo;46.75092813;50.53645586;45.71803611;46.75092813;50.53645586;45.71803611
2035;AFG;entrp_pass_lo;50.79675938;56.77473689;49.26729163;50.79675938;56.77473689;49.26729163
2040;AFG;entrp_pass_lo;54.53957775;63.02230291;52.43624406;54.53957775;63.02230291;52.43624406
2045;AFG;entrp_pass_lo;57.85117249;69.18099374;55.08601858;57.85117249;69.18099374;55.08601858
2050;AFG;entrp_pass_lo;60.67959996;75.16195756;57.17856888;60.67959996;75.16195756;57.17856888
2055;AFG;entrp_pass_lo;62.84556078;80.64291608;58.56850988;62.84556078;80.64291608;58.56850988
2060;AFG;entrp_pass_lo;64.55679723;85.82156153;59.47369236;64.55679723;85.82156153;59.47369236
2070;AFG;entrp_pass_lo;66.94033042;95.12075051;60.45678459;66.94033042;95.12075051;60.45678459
2080;AFG;entrp_pass_lo;67.82412829;102.8993861;60.34724569;67.82412829;102.8993861;60.34724569
2090;AFG;entrp_pass_lo;67.2606334;108.9802871;59.33534829;67.2606334;108.9802871;59.33534829
2100;AFG;entrp_pass_lo;65.37740201;113.0859784;57.59422948;65.37740201;113.0859784;57.59422948
2110;AFG;entrp_pass_lo;65.37740201;113.0859784;57.59422948;65.37740201;113.0859784;57.59422948
2130;AFG;entrp_pass_lo;65.37740201;113.0859784;57.59422948;65.37740201;113.0859784;57.59422948
2150;AFG;entrp_pass_lo;65.37740201;113.0859784;57.59422948;65.37740201;113.0859784;57.59422948
1965;AGO;entrp_pass_lo;6.203299;6.203299;6.203299;6.203299;6.203299;6.203299
1970;AGO;entrp_pass_lo;6.776381;6.776381;6.776381;6.776381;6.776381;6.776381
1975;AGO;entrp_pass_lo;7.682479;7.682479;7.682479;7.682479;7.682479;7.682479
1980;AGO;entrp_pass_lo;8.9299;8.9299;8.9299;8.9299;8.9299;8.9299
1985;AGO;entrp_pass_lo;10.609042;10.609042;10.609042;10.609042;10.609042;10.609042
1990;AGO;entrp_pass_lo;12.171441;12.171441;12.171441;12.171441;12.171441;12.171441
1995;AGO;entrp_pass_lo;14.268994;14.268994;14.268994;14.268994;14.268994;14.268994
2000;AGO;entrp_pass_lo;16.440924;16.440924;16.440924;16.440924;16.440924;16.440924
2005;AGO;entrp_pass_lo;19.552542;19.552542;19.552542;19.552542;19.552542;19.552542
2010;AGO;entrp_pass_lo;23.369131;23.369131;23.369131;23.369131;23.369131;23.369131
2015;AGO;entrp_pass_lo;27.859305;27.859305;27.859305;27.859305;27.859305;27.859305
2020;AGO;entrp_pass_lo;29.79746029;30.25054127;29.83541074;29.79746029;30.25054127;29.83541074
2025;AGO;entrp_pass_lo;31.66071139;32.73739261;31.75582211;31.66071139;32.73739261;31.75582211
2030;AGO;entrp_pass_lo;33.32750741;35.19607924;33.48101049;33.32750741;35.19607924;33.48101049
2035;AGO;entrp_pass_lo;34.87676746;37.55046985;35.08905457;34.87676746;37.55046985;35.08905457
2040;AGO;entrp_pass_lo;36.24469524;39.83425881;36.51805973;36.24469524;39.83425881;36.51805973
2045;AGO;entrp_pass_lo;37.37997526;41.98026527;37.71680899;37.37997526;41.98026527;37.71680899
2050;AGO;entrp_pass_lo;38.2469523;43.97615594;38.64617363;38.2469523;43.97615594;38.64617363
2055;AGO;entrp_pass_lo;39.73319967;46.54596985;40.18779871;39.73319967;46.54596985;40.18779871
2060;AGO;entrp_pass_lo;40.9702355;48.8558704;41.47389538;40.9702355;48.8558704;41.47389538
2070;AGO;entrp_pass_lo;42.67111112;52.59780585;43.24485677;42.67111112;52.59780585;43.24485677
2080;AGO;entrp_pass_lo;43.29647046;55.14177027;43.90252479;43.29647046;55.14177027;43.90252479
2090;AGO;entrp_pass_lo;42.88534367;56.59823347;43.48756424;42.88534367;56.59823347;43.48756424
2100;AGO;entrp_pass_lo;41.53576327;56.89192038;42.10504856;41.53576327;56.89192038;42.10504856
2110;AGO;entrp_pass_lo;41.53576327;56.89192038;42.10504856;41.53576327;56.89192038;42.10504856
2130;AGO;entrp_pass_lo;41.53576327;56.89192038;42.10504856;41.53576327;56.89192038;42.10504856
2150;AGO;entrp_pass_lo;41.53576327;56.89192038;42.10504856;41.53576327;56.89192038;42.10504856
1965;AIA;entrp_pass_lo;0.006114;0.006114;0.006114;0.006114;0.006114;0.006114
1970;AIA;entrp_pass_lo;0.0064;0.0064;0.0064;0.0064;0.0064;0.0064
1975;AIA;entrp_pass_lo;0.00663;0.00663;0.00663;0.00663;0.00663;0.00663
1980;AIA;entrp_pass_lo;0.006698;0.006698;0.006698;0.006698;0.006698;0.006698
1985;AIA;entrp_pass_lo;0.006662;0.006662;0.006662;0.006662;0.006662;0.006662
1990;AIA;entrp_pass_lo;0.008334;0.008334;0.008334;0.008334;0.008334;0.008334
1995;AIA;entrp_pass_lo;0.009807;0.009807;0.009807;0.009807;0.009807;0.009807
2000;AIA;entrp_pass_lo;0.011071;0.011071;0.011071;0.011071;0.011071;0.011071
2005;AIA;entrp_pass_lo;0.012637;0.012637;0.012637;0.012637;0.012637;0.012637
2010;AIA;entrp_pass_lo;0.013768;0.013768;0.013768;0.013768;0.013768;0.013768
2015;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2020;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2025;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2030;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2035;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2040;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2045;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2050;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2055;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2060;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2070;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2080;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2090;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2100;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2110;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2130;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
2150;AIA;entrp_pass_lo;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608;0.0082608
1965;ALA;entrp_pass_lo;0.020981;0.020981;0.020981;0.020981;0.020981;0.020981
1970;ALA;entrp_pass_lo;0.020666;0.020666;0.020666;0.020666;0.020666;0.020666
1975;ALA;entrp_pass_lo;0.022215;0.022215;0.022215;0.022215;0.022215;0.022215
1980;ALA;entrp_pass_lo;0.022696;0.022696;0.022696;0.022696;0.022696;0.022696
1985;ALA;entrp_pass_lo;0.023593;0.023593;0.023593;0.023593;0.023593;0.023593
1990;ALA;entrp_pass_lo;0.024418;0.024418;0.024418;0.024418;0.024418;0.024418
1995;ALA;entrp_pass_lo;0.02518;0.02518;0.02518;0.02518;0.02518;0.02518
2000;ALA;entrp_pass_lo;0.025741;0.025741;0.025741;0.025741;0.025741;0.025741
2005;ALA;entrp_pass_lo;0.026648;0.026648;0.026648;0.026648;0.026648;0.026648
2010;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2015;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2020;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2025;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2030;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2035;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2040;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2045;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2050;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2055;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2060;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2070;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2080;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2090;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2100;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2110;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2130;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
2150;ALA;entrp_pass_lo;0.027871;0.027871;0.027871;0.027871;0.027871;0.027871
1965;ALB;entrp_pass_lo;1.864791;1.864791;1.864791;1.864791;1.864791;1.864791
1970;ALB;entrp_pass_lo;2.135479;2.135479;2.135479;2.135479;2.135479;2.135479
1975;ALB;entrp_pass_lo;2.404831;2.404831;2.404831;2.404831;2.404831;2.404831
1980;ALB;entrp_pass_lo;2.671997;2.671997;2.671997;2.671997;2.671997;2.671997
1985;ALB;entrp_pass_lo;2.964762;2.964762;2.964762;2.964762;2.964762;2.964762
1990;ALB;entrp_pass_lo;3.286542;3.286542;3.286542;3.286542;3.286542;3.286542
1995;ALB;entrp_pass_lo;3.187784;3.187784;3.187784;3.187784;3.187784;3.187784
2000;ALB;entrp_pass_lo;3.089027;3.089027;3.089027;3.089027;3.089027;3.089027
2005;ALB;entrp_pass_lo;3.011487;3.011487;3.011487;3.011487;3.011487;3.011487
2010;ALB;entrp_pass_lo;2.913021;2.913021;2.913021;2.913021;2.913021;2.913021
2015;ALB;entrp_pass_lo;2.880703;2.880703;2.880703;2.880703;2.880703;2.880703
2020;ALB;entrp_pass_lo;2.944785814;2.962896906;2.924489407;2.944785814;2.962896906;2.924489407
2025;ALB;entrp_pass_lo;2.993721172;3.035821184;2.946011448;2.993721172;3.035821184;2.946011448
2030;ALB;entrp_pass_lo;3.025994543;3.095334095;2.953200101;3.025994543;3.095334095;2.953200101
2035;ALB;entrp_pass_lo;3.048249165;3.140280776;2.955745848;3.048249165;3.140280776;2.955745848
2040;ALB;entrp_pass_lo;3.06113608;3.1717916;2.955759414;3.06113608;3.1717916;2.955759414
2045;ALB;entrp_pass_lo;3.062830813;3.191644407;2.949967598;3.062830813;3.191644407;2.949967598
2050;ALB;entrp_pass_lo;3.051756919;3.201494966;2.934689886;3.051756919;3.201494966;2.934689886
2055;ALB;entrp_pass_lo;2.979725589;3.151813754;2.861238279;2.979725589;3.151813754;2.861238279
2060;ALB;entrp_pass_lo;2.898703261;3.095009483;2.77950706;2.898703261;3.095009483;2.77950706
2070;ALB;entrp_pass_lo;2.702929876;2.941647519;2.579504592;2.702929876;2.941647519;2.579504592
2080;ALB;entrp_pass_lo;2.459181724;2.741439713;2.33354538;2.459181724;2.741439713;2.33354538
2090;ALB;entrp_pass_lo;2.148245945;2.523715444;2.027632943;2.148245945;2.523715444;2.027632943
2100;ALB;entrp_pass_lo;1.809552633;2.318519832;1.70098536;1.809552633;2.318519832;1.70098536
2110;ALB;entrp_pass_lo;1.809552633;2.318519832;1.70098536;1.809552633;2.318519832;1.70098536
2130;ALB;entrp_pass_lo;1.809552633;2.318519832;1.70098536;1.809552633;2.318519832;1.70098536
2150;ALB;entrp_pass_lo;1.809552633;2.318519832;1.70098536;1.809552633;2.318519832;1.70098536
1965;AND;entrp_pass_lo;0.018549;0.018549;0.018549;0.018549;0.018549;0.018549
1970;AND;entrp_pass_lo;0.024276;0.024276;0.024276;0.024276;0.024276;0.024276
1975;AND;entrp_pass_lo;0.030705;0.030705;0.030705;0.030705;0.030705;0.030705
1980;AND;entrp_pass_lo;0.036067;0.036067;0.036067;0.036067;0.036067;0.036067
1985;AND;entrp_pass_lo;0.0446;0.0446;0.0446;0.0446;0.0446;0.0446
1990;AND;entrp_pass_lo;0.054509;0.054509;0.054509;0.054509;0.054509;0.054509
1995;AND;entrp_pass_lo;0.06385;0.06385;0.06385;0.06385;0.06385;0.06385
2000;AND;entrp_pass_lo;0.06539;0.06539;0.06539;0.06539;0.06539;0.06539
2005;AND;entrp_pass_lo;0.078867;0.078867;0.078867;0.078867;0.078867;0.078867
2010;AND;entrp_pass_lo;0.084449;0.084449;0.084449;0.084449;0.084449;0.084449
2015;AND;entrp_pass_lo;0.078014;0.078014;0.078014;0.078014;0.078014;0.078014
2020;AND;entrp_pass_lo;0.074105057;0.074105057;0.074105057;0.074105057;0.074105057;0.074105057
2025;AND;entrp_pass_lo;0.070196114;0.070196114;0.070196114;0.070196114;0.070196114;0.070196114
2030;AND;entrp_pass_lo;0.066287171;0.066287171;0.066287171;0.066287171;0.066287171;0.066287171
2035;AND;entrp_pass_lo;0.062378228;0.062378228;0.062378228;0.062378228;0.062378228;0.062378228
2040;AND;entrp_pass_lo;0.058469285;0.058469285;0.058469285;0.058469285;0.058469285;0.058469285
2045;AND;entrp_pass_lo;0.054560341;0.054560341;0.054560341;0.054560341;0.054560341;0.054560341
2050;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
2055;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
2060;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
2070;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
2080;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
2090;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
2100;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
2110;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
2130;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
2150;AND;entrp_pass_lo;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398;0.050651398
1965;ARE;entrp_pass_lo;0.150362;0.150362;0.150362;0.150362;0.150362;0.150362
1970;ARE;entrp_pass_lo;0.235499;0.235499;0.235499;0.235499;0.235499;0.235499
1975;ARE;entrp_pass_lo;0.554324;0.554324;0.554324;0.554324;0.554324;0.554324
1980;ARE;entrp_pass_lo;1.042384;1.042384;1.042384;1.042384;1.042384;1.042384
1985;ARE;entrp_pass_lo;1.391052;1.391052;1.391052;1.391052;1.391052;1.391052
1990;ARE;entrp_pass_lo;1.860174;1.860174;1.860174;1.860174;1.860174;1.860174
1995;ARE;entrp_pass_lo;2.44882;2.44882;2.44882;2.44882;2.44882;2.44882
2000;ARE;entrp_pass_lo;3.154925;3.154925;3.154925;3.154925;3.154925;3.154925
2005;ARE;entrp_pass_lo;4.579562;4.579562;4.579562;4.579562;4.579562;4.579562
2010;ARE;entrp_pass_lo;8.270684;8.270684;8.270684;8.270684;8.270684;8.270684
2015;ARE;entrp_pass_lo;9.154302;9.154302;9.154302;9.154302;9.154302;9.154302
2020;ARE;entrp_pass_lo;10.46802956;10.53848093;10.7999959;10.46802956;10.53848093;10.7999959
2025;ARE;entrp_pass_lo;11.65719463;11.82398289;12.44174673;11.65719463;11.82398289;12.44174673
2030;ARE;entrp_pass_lo;12.73845619;13.02227133;13.9659065;12.73845619;13.02227133;13.9659065
2035;ARE;entrp_pass_lo;13.74384259;14.14697308;15.40563852;13.74384259;14.14697308;15.40563852
2040;ARE;entrp_pass_lo;14.6380935;15.18887172;16.70361577;14.6380935;15.18887172;16.70361577
2045;ARE;entrp_pass_lo;15.37658195;16.11553805;17.78999346;15.37658195;16.11553805;17.78999346
2050;ARE;entrp_pass_lo;15.93542222;16.91515116;18.64241848;15.93542222;16.91515116;18.64241848
2055;ARE;entrp_pass_lo;16.23881788;17.50093988;19.15758719;16.23881788;17.50093988;19.15758719
2060;ARE;entrp_pass_lo;16.38928847;17.96307893;19.49742484;16.38928847;17.96307893;19.49742484
2070;ARE;entrp_pass_lo;16.11295147;18.29888575;19.47690797;16.11295147;18.29888575;19.47690797
2080;ARE;entrp_pass_lo;15.16180798;17.9695213;18.58124052;15.16180798;17.9695213;18.58124052
2090;ARE;entrp_pass_lo;13.84379187;17.28176052;17.14382798;13.84379187;17.28176052;17.14382798
2100;ARE;entrp_pass_lo;12.24228889;16.32689894;15.22705088;12.24228889;16.32689894;15.22705088
2110;ARE;entrp_pass_lo;12.24228889;16.32689894;15.22705088;12.24228889;16.32689894;15.22705088
2130;ARE;entrp_pass_lo;12.24228889;16.32689894;15.22705088;12.24228889;16.32689894;15.22705088
2150;ARE;entrp_pass_lo;12.24228889;16.32689894;15.22705088;12.24228889;16.32689894;15.22705088
1965;ARG;entrp_pass_lo;22.28339;22.28339;22.28339;22.28339;22.28339;22.28339
1970;ARG;entrp_pass_lo;23.973058;23.973058;23.973058;23.973058;23.973058;23.973058
1975;ARG;entrp_pass_lo;26.066975;26.066975;26.066975;26.066975;26.066975;26.066975
1980;ARG;entrp_pass_lo;28.105888;28.105888;28.105888;28.105888;28.105888;28.105888
1985;ARG;entrp_pass_lo;30.388783;30.388783;30.388783;30.388783;30.388783;30.388783
1990;ARG;entrp_pass_lo;32.729739;32.729739;32.729739;32.729739;32.729739;32.729739
1995;ARG;entrp_pass_lo;34.994814;34.994814;34.994814;34.994814;34.994814;34.994814
2000;ARG;entrp_pass_lo;37.057452;37.057452;37.057452;37.057452;37.057452;37.057452
2005;ARG;entrp_pass_lo;39.145488;39.145488;39.145488;39.145488;39.145488;39.145488
2010;ARG;entrp_pass_lo;41.223889;41.223889;41.223889;41.223889;41.223889;41.223889
2015;ARG;entrp_pass_lo;43.417765;43.417765;43.417765;43.417765;43.417765;43.417765
2020;ARG;entrp_pass_lo;44.37341192;44.74610987;44.29063281;44.37341192;44.74610987;44.29063281
2025;ARG;entrp_pass_lo;45.06404613;45.91936347;44.85607799;45.06404613;45.91936347;44.85607799
2030;ARG;entrp_pass_lo;45.49721296;46.93972245;45.15987722;45.49721296;46.93972245;45.15987722
2035;ARG;entrp_pass_lo;45.76016317;47.80696168;45.29114522;45.76016317;47.80696168;45.29114522
2040;ARG;entrp_pass_lo;45.80990453;48.53371835;45.21005253;45.80990453;48.53371835;45.21005253
2045;ARG;entrp_pass_lo;45.61192527;49.05054257;44.88415914;45.61192527;49.05054257;44.88415914
2050;ARG;entrp_pass_lo;45.17281439;49.37701305;44.32151411;45.17281439;49.37701305;44.32151411
2055;ARG;entrp_pass_lo;44.76195531;49.70245933;43.79671329;44.76195531;49.70245933;43.79671329
2060;ARG;entrp_pass_lo;44.17699841;49.83406995;43.10260676;44.17699841;49.83406995;43.10260676
2070;ARG;entrp_pass_lo;42.5615823;49.66354623;41.31769504;42.5615823;49.66354623;41.31769504
2080;ARG;entrp_pass_lo;40.35566785;48.90226446;39.01449223;40.35566785;48.90226446;39.01449223
2090;ARG;entrp_pass_lo;37.31879548;47.82995408;35.9607835;37.31879548;47.82995408;35.9607835
2100;ARG;entrp_pass_lo;33.70932226;46.57493769;32.41352064;33.70932226;46.57493769;32.41352064
2110;ARG;entrp_pass_lo;33.70932226;46.57493769;32.41352064;33.70932226;46.57493769;32.41352064
2130;ARG;entrp_pass_lo;33.70932226;46.57493769;32.41352064;33.70932226;46.57493769;32.41352064
2150;ARG;entrp_pass_lo;33.70932226;46.57493769;32.41352064;33.70932226;46.57493769;32.41352064
1965;ARM;entrp_pass_lo;2.211316;2.211316;2.211316;2.211316;2.211316;2.211316
1970;ARM;entrp_pass_lo;2.525065;2.525065;2.525065;2.525065;2.525065;2.525065
1975;ARM;entrp_pass_lo;2.832757;2.832757;2.832757;2.832757;2.832757;2.832757
1980;ARM;entrp_pass_lo;3.099751;3.099751;3.099751;3.099751;3.099751;3.099751
1985;ARM;entrp_pass_lo;3.335935;3.335935;3.335935;3.335935;3.335935;3.335935
1990;ARM;entrp_pass_lo;3.538165;3.538165;3.538165;3.538165;3.538165;3.538165
1995;ARM;entrp_pass_lo;3.217342;3.217342;3.217342;3.217342;3.217342;3.217342
2000;ARM;entrp_pass_lo;3.069588;3.069588;3.069588;3.069588;3.069588;3.069588
2005;ARM;entrp_pass_lo;2.981259;2.981259;2.981259;2.981259;2.981259;2.981259
2010;ARM;entrp_pass_lo;2.877311;2.877311;2.877311;2.877311;2.877311;2.877311
2015;ARM;entrp_pass_lo;2.91695;2.91695;2.91695;2.91695;2.91695;2.91695
2020;ARM;entrp_pass_lo;2.885472457;2.900145114;2.855049104;2.885472457;2.900145114;2.855049104
2025;ARM;entrp_pass_lo;2.83540064;2.86752015;2.763379589;2.83540064;2.86752015;2.763379589
2030;ARM;entrp_pass_lo;2.775998258;2.83034327;2.664940492;2.775998258;2.83034327;2.664940492
2035;ARM;entrp_pass_lo;2.71278432;2.787573684;2.563994258;2.71278432;2.787573684;2.563994258
2040;ARM;entrp_pass_lo;2.64034534;2.734135901;2.455523211;2.64034534;2.734135901;2.455523211
2045;ARM;entrp_pass_lo;2.555557063;2.668565661;2.337709913;2.555557063;2.668565661;2.337709913
2050;ARM;entrp_pass_lo;2.460111797;2.593619532;2.212863419;2.460111797;2.593619532;2.212863419
2055;ARM;entrp_pass_lo;2.33875197;2.492140717;2.06700446;2.33875197;2.492140717;2.06700446
2060;ARM;entrp_pass_lo;2.21791269;2.391597285;1.923805503;2.21791269;2.391597285;1.923805503
2070;ARM;entrp_pass_lo;1.992967095;2.205951461;1.66823826;1.992967095;2.205951461;1.66823826
2080;ARM;entrp_pass_lo;1.771224268;2.027977131;1.437060607;1.771224268;2.027977131;1.437060607
2090;ARM;entrp_pass_lo;1.554802026;1.876209449;1.228675814;1.554802026;1.876209449;1.228675814
2100;ARM;entrp_pass_lo;1.348257806;1.767564004;1.044709318;1.348257806;1.767564004;1.044709318
2110;ARM;entrp_pass_lo;1.348257806;1.767564004;1.044709318;1.348257806;1.767564004;1.044709318
2130;ARM;entrp_pass_lo;1.348257806;1.767564004;1.044709318;1.348257806;1.767564004;1.044709318
2150;ARM;entrp_pass_lo;1.348257806;1.767564004;1.044709318;1.348257806;1.767564004;1.044709318
1965;ASM;entrp_pass_lo;0.02352;0.02352;0.02352;0.02352;0.02352;0.02352
1970;ASM;entrp_pass_lo;0.027292;0.027292;0.027292;0.027292;0.027292;0.027292
1975;ASM;entrp_pass_lo;0.029932;0.029932;0.029932;0.029932;0.029932;0.029932
1980;ASM;entrp_pass_lo;0.032457;0.032457;0.032457;0.032457;0.032457;0.032457
1985;ASM;entrp_pass_lo;0.039241;0.039241;0.039241;0.039241;0.039241;0.039241
1990;ASM;entrp_pass_lo;0.047038;0.047038;0.047038;0.047038;0.047038;0.047038
1995;ASM;entrp_pass_lo;0.052868;0.052868;0.052868;0.052868;0.052868;0.052868
2000;ASM;entrp_pass_lo;0.057521;0.057521;0.057521;0.057521;0.057521;0.057521
